CustomerID,Recency,Frequency,Monetary,AverageOrderValue,ProductVariety,Country,CustomerLifespanYears,LTV
12849.0,31,2,1010.2900000000001,21.047708333333336,47,United Kingdom,0.6493150684931507,27.33318835616439
12851.0,97,1,131.80999999999997,2.8044680851063823,43,United Kingdom,0.0,0.0
12852.0,290,2,299.75000000000006,14.987500000000002,17,United Kingdom,0.010958904109589041,0.32849315068493157
12853.0,108,9,1881.7,22.401190476190475,66,United Kingdom,0.5698630136986301,114.8904892367906
12854.0,79,5,1280.9,11.235964912280702,97,United Kingdom,0.6575342465753424,36.94015861571737
12855.0,373,1,38.1,12.700000000000001,3,United Kingdom,0.0,0.0
12856.0,8,8,2153.5299999999997,6.858375796178343,155,United Kingdom,0.1506849315068493,8.267631096762933
12857.0,211,2,1106.4,24.05217391304348,37,United Kingdom,0.2493150684931507,11.993138773079215
12863.0,52,2,504.20000000000005,84.03333333333335,5,United Kingdom,0.4,67.22666666666667
12864.0,138,1,147.12,49.04,3,United Kingdom,0.0,0.0
12867.0,26,10,3958.74,7.237184643510054,241,United Kingdom,0.915068493150685,66.22519646390022
12868.0,186,6,1607.0600000000002,15.0192523364486,72,United Kingdom,0.5123287671232877,46.16877019587761
12870.0,366,1,-14.899999999999999,-7.449999999999999,2,United Kingdom,0.0,-0.0
12871.0,84,2,380.64000000000004,34.60363636363637,8,United Kingdom,0.336986301369863,23.321902864259034
12872.0,327,2,599.9700000000001,9.090454545454548,58,United Kingdom,0.10410958904109589,1.8928069738480704
12873.0,282,1,374.0,93.5,4,United Kingdom,0.0,0.0
12875.0,143,2,343.2300000000001,171.61500000000004,1,United Kingdom,0.6,205.93800000000005
12877.0,4,12,1535.7700000000002,9.972532467532469,100,United Kingdom,0.9698630136986301,116.06388471802173
12878.0,18,3,841.64,17.176326530612243,38,United Kingdom,0.6794520547945205,35.01147106513838
12879.0,45,4,552.57,46.04750000000001,7,United Kingdom,0.12876712328767123,23.717616438356167
12881.0,276,1,298.0,42.57142857142857,7,United Kingdom,0.0,0.0
12882.0,9,2,1463.0399999999997,112.54153846153844,12,United Kingdom,0.06575342465753424,14.79998314014752
12883.0,25,4,703.47,16.749285714285715,39,United Kingdom,0.17534246575342466,11.747444227005872
12884.0,88,1,309.05000000000007,44.15000000000001,7,United Kingdom,0.0,0.0
12885.0,63,4,1158.27,16.087083333333332,66,United Kingdom,0.1643835616438356,10.577808219178081
12886.0,68,3,1351.09,15.7103488372093,75,United Kingdom,0.4136986301369863,19.49804937878305
12888.0,214,4,313.77,44.824285714285715,4,United Kingdom,0.11232876712328767,20.14022700587084
12890.0,24,1,376.71999999999997,4.768607594936708,78,United Kingdom,0.0,0.0
12891.0,186,3,331.0,110.33333333333333,2,United Kingdom,0.29315068493150687,97.03287671232877
12893.0,31,1,176.54999999999998,5.69516129032258,27,United Kingdom,0.0,0.0
12895.0,42,3,347.3,14.470833333333333,22,United Kingdom,0.12054794520547946,5.233287671232877
12897.0,205,2,216.5,54.125,3,United Kingdom,0.26575342465753427,28.767808219178086
12901.0,9,36,16293.1,130.3448,32,United Kingdom,0.7150684931506849,3355.396550136986
12902.0,265,1,138.67999999999998,13.867999999999999,10,United Kingdom,0.0,0.0
12904.0,18,2,496.06,6.986760563380281,59,United Kingdom,0.42191780821917807,5.895677406907196
12906.0,12,5,2919.81,46.34619047619047,55,United Kingdom,0.18082191780821918,41.90203522504893
12908.0,59,4,246.0,61.5,2,United Kingdom,0.6931506849315069,170.5150684931507
12909.0,40,8,2128.83,22.1753125,78,United Kingdom,0.5835616438356165,103.52529452054796
12910.0,23,8,3075.0400000000004,41.00053333333334,48,United Kingdom,0.5972602739726027,195.903918173516
12912.0,3,5,1662.3,69.2625,17,United Kingdom,0.10136986301369863,35.105650684931504
12913.0,5,5,2483.6299999999997,49.672599999999996,37,United Kingdom,0.9945205479452055,247.00210684931506
12915.0,149,2,363.65,16.529545454545453,19,United Kingdom,0.6109589041095891,20.197745952677458
12916.0,139,5,2921.1499999999996,27.820476190476185,53,United Kingdom,0.4958904109589041,68.97953685583822
12917.0,128,1,594.0,297.0,2,United Kingdom,0.0,0.0
12919.0,8,8,1301.44,25.02769230769231,34,United Kingdom,0.4410958904109589,88.31689778714437
12920.0,17,1,162.77999999999997,6.028888888888888,27,United Kingdom,0.0,0.0
12921.0,4,50,16389.74,22.118407557354928,233,United Kingdom,1.010958904109589,1118.0400532416393
12922.0,161,1,405.38,14.477857142857143,28,United Kingdom,0.0,0.0
12923.0,64,1,172.81999999999996,6.172142857142856,28,United Kingdom,0.0,0.0
12924.0,88,5,929.9500000000002,29.9983870967742,22,United Kingdom,0.6547945205479452,98.21389748121965
12925.0,5,2,694.05,15.423333333333332,42,United Kingdom,0.1917808219178082,5.91579908675799
12928.0,35,5,2062.7,24.55595238095238,59,United Kingdom,0.8849315068493151,108.65167971298108
12929.0,122,2,105.1,11.677777777777777,8,United Kingdom,0.5178082191780822,12.093698630136986
12930.0,78,4,409.9,15.18148148148148,20,United Kingdom,0.2547945205479452,15.472633181126332
12931.0,22,20,33462.81,328.06676470588235,29,United Kingdom,0.9205479452054794,6040.023722804191
12933.0,24,4,606.28,5.666168224299065,103,United Kingdom,0.7095890410958904,16.08260350787351
12935.0,2,8,2156.45,16.588076923076922,80,United Kingdom,0.8684931506849315,115.25304952581665
12936.0,17,5,1012.9000000000001,16.07777777777778,56,United Kingdom,0.16712328767123288,13.434855403348557
12937.0,15,4,1504.2700000000002,12.535583333333335,81,United Kingdom,0.6904109589041096,34.61881643835617
12938.0,26,1,114.13999999999999,12.68222222222222,9,United Kingdom,0.0,0.0
12939.0,64,8,11581.800000000001,246.4212765957447,21,United Kingdom,0.7397260273972602,1458.2738560186535
12940.0,46,4,862.4399999999999,8.6244,88,United Kingdom,0.11232876712328767,3.8750728767123284
12942.0,131,3,675.6,9.651428571428571,68,United Kingdom,0.6410958904109589,18.562473581213307
12943.0,301,1,-3.75,-3.75,1,United Kingdom,0.0,-0.0
12944.0,36,2,604.5099999999999,20.15033333333333,29,United Kingdom,0.873972602739726,35.221678538812775
12945.0,288,1,462.95000000000005,20.12826086956522,23,United Kingdom,0.0,0.0
12947.0,144,11,1407.2900000000002,13.663009708737865,83,United Kingdom,0.6273972602739726,94.29348344194707
12948.0,16,8,2053.7,17.40423728813559,82,United Kingdom,0.6794520547945205,94.60275830044112
12949.0,31,10,4143.0199999999995,18.917899543378994,166,United Kingdom,0.6054794520547945,114.5439944955276
12950.0,2,3,1843.0,80.1304347826087,13,United Kingdom,0.057534246575342465,13.830732578916024
12951.0,9,8,1042.07,16.031846153846153,54,United Kingdom,0.8821917808219178,113.14530326659641
12952.0,6,5,1382.8400000000001,17.285500000000003,64,United Kingdom,0.19726027397260273,17.048712328767124
12953.0,10,1,329.85,19.40294117647059,17,United Kingdom,0.0,0.0
12955.0,1,14,4734.26,25.870273224043718,81,United Kingdom,0.7287671232876712,263.9476643461337
12956.0,306,1,108.07,5.687894736842105,19,United Kingdom,0.0,0.0
12957.0,4,12,3979.04,16.307540983606557,208,United Kingdom,0.9178082191780822,179.6063417920503
12962.0,7,2,266.39,16.649375,15,United Kingdom,0.29041095890410956,9.670321917808218
12963.0,8,9,1841.0300000000002,19.177395833333335,76,United Kingdom,0.9780821917808219,168.81362414383563
12965.0,89,1,769.8100000000001,7.1278703703703705,108,United Kingdom,0.0,0.0
12966.0,10,1,160.18,16.018,10,United Kingdom,0.0,0.0
12967.0,3,4,1194.75,36.20454545454545,21,United Kingdom,1.0082191780821919,146.0084682440847
12968.0,112,1,135.95,27.189999999999998,5,United Kingdom,0.0,0.0
12970.0,7,4,405.47,3.1431782945736435,116,United Kingdom,0.863013698630137,10.850423701815865
12971.0,4,89,10930.259999999998,35.48785714285714,95,United Kingdom,1.0082191780821919,3184.3788962818003
12974.0,198,1,144.8,18.1,8,United Kingdom,0.0,0.0
12976.0,212,1,738.6,33.57272727272727,22,United Kingdom,0.0,0.0
12977.0,156,1,39.24,4.36,9,United Kingdom,0.0,0.0
12980.0,156,12,7092.060000000001,295.50250000000005,6,United Kingdom,0.5561643835616439,1972.1755890410964
12981.0,30,2,372.2199999999999,18.610999999999997,12,United Kingdom,0.2821917808219178,10.503742465753422
12982.0,240,2,377.20000000000005,11.094117647058825,28,United Kingdom,0.005479452054794521,0.12157937147461727
12984.0,19,1,97.5,24.375,4,United Kingdom,0.0,0.0
12985.0,1,3,1215.6200000000001,15.584871794871797,73,United Kingdom,0.07397260273972603,3.4585605900948373
12987.0,74,3,545.0,18.166666666666668,27,United Kingdom,0.33972602739726027,18.515068493150686
12988.0,292,1,505.82000000000005,6.09421686746988,75,United Kingdom,0.0,0.0
12989.0,3,19,6854.51,100.80161764705883,41,United Kingdom,0.989041095890411,1894.241905318292
12990.0,31,3,409.5000000000001,31.500000000000007,8,United Kingdom,0.7616438356164383,71.97534246575344
12991.0,23,2,503.76000000000005,16.250322580645165,31,United Kingdom,0.24383561643835616,7.924814847547505
12993.0,23,4,414.75999999999993,15.361481481481478,26,United Kingdom,0.7534246575342466,46.29487569761542
12994.0,4,5,902.2199999999999,12.35917808219178,52,United Kingdom,0.7232876712328767,44.69620566710452
12995.0,78,2,200.72,40.144,3,United Kingdom,0.019178082191780823,1.5397698630136987
12997.0,22,7,1197.94,17.879701492537315,45,United Kingdom,0.8054794520547945,100.81212512778573
12999.0,196,3,455.88,16.28142857142857,25,United Kingdom,0.13424657534246576,6.557178082191781
13000.0,107,3,534.8500000000001,17.253225806451617,30,United Kingdom,0.7068493150684931,36.58629253203713
13001.0,4,15,9765.07,28.720794117647056,166,United Kingdom,0.8821917808219178,380.0587276390008
13002.0,318,1,120.94999999999999,17.27857142857143,7,United Kingdom,0.0,0.0
13003.0,106,3,149.05,24.84166666666667,4,United Kingdom,0.29863013698630136,22.25541095890411
13004.0,12,22,5613.43,13.72476772616137,277,United Kingdom,0.947945205479452,286.2272107713434
13005.0,174,3,468.95000000000005,16.170689655172417,21,United Kingdom,0.19726027397260273,9.569504015115731
13006.0,56,1,81.57,20.3925,4,United Kingdom,0.0,0.0
13008.0,323,2,178.47,11.898,15,United Kingdom,0.10136986301369863,2.4121972602739725
13011.0,372,1,50.550000000000004,16.85,3,United Kingdom,0.0,0.0
13012.0,9,11,1296.6200000000001,12.232264150943397,68,United Kingdom,0.7808219178082192,105.06341948823986
13013.0,1,15,4786.99,21.563018018018017,155,United Kingdom,1.0136986301369864,327.8760273972603
13014.0,3,16,3365.4300000000003,27.140564516129036,67,United Kingdom,0.7616438356164383,330.74309854175874
13015.0,53,5,3339.6400000000003,19.083657142857145,156,United Kingdom,0.5342465753424658,50.976892367906075
13016.0,73,3,789.8899999999999,16.806170212765956,39,United Kingdom,0.13424657534246576,6.768512387059166
13017.0,7,1,204.0,204.0,1,United Kingdom,0.0,0.0
13018.0,16,29,7272.75,15.844771241830065,313,United Kingdom,0.7643835616438356,351.23299758259463
13021.0,4,12,2584.4,19.286567164179104,103,United Kingdom,0.989041095890411,228.9024902882846
13023.0,64,2,689.9000000000001,17.247500000000002,36,United Kingdom,0.1780821917808219,6.142945205479452
13026.0,1,8,936.1500000000001,21.770930232558143,34,United Kingdom,0.7506849315068493,130.74487416374643
13027.0,114,6,6912.0,265.84615384615387,6,United Kingdom,0.6575342465753424,1048.8177028451003
13028.0,23,3,659.6800000000001,14.035744680851066,40,United Kingdom,0.06027397260273973,2.537970271058001
13029.0,31,3,1247.5,124.75,8,United Kingdom,0.8821917808219178,330.16027397260274
13030.0,11,2,752.4399999999999,8.178695652173912,76,United Kingdom,0.9753424657534246,15.954058368076234
13032.0,39,3,996.5200000000002,13.286933333333335,55,United Kingdom,0.13150684931506848,5.241968219178082
13033.0,357,1,190.54999999999998,17.32272727272727,11,United Kingdom,0.0,0.0
13034.0,55,2,642.7700000000001,17.372162162162166,37,United Kingdom,0.8602739726027397,29.889637911884495
13035.0,58,3,886.6299999999999,29.55433333333333,23,United Kingdom,0.5561643835616439,49.31120273972602
13037.0,138,3,881.07,18.355625,44,United Kingdom,0.3232876712328767,17.802441780821916
13038.0,80,3,908.46,32.445,24,United Kingdom,0.5753424657534246,56.00095890410959
13040.0,9,2,676.99,15.743953488372092,38,United Kingdom,0.06575342465753424,2.0704377190187957
13043.0,254,2,471.57000000000005,33.68357142857143,13,United Kingdom,0.052054794520547946,3.506782778864971
13044.0,291,1,560.47,16.983939393939394,33,United Kingdom,0.0,0.0
13045.0,99,1,305.28,16.959999999999997,18,United Kingdom,0.0,0.0
13046.0,31,2,629.31,17.980285714285714,33,United Kingdom,0.6438356164383562,23.152696673189823
13047.0,32,18,3079.1,15.70969387755102,106,United Kingdom,0.936986301369863,264.95582331562764
13048.0,14,5,1789.4099999999999,13.157426470588234,77,United Kingdom,0.8547945205479452,56.23448025785657
13049.0,64,2,656.6800000000002,46.905714285714296,14,United Kingdom,0.6931506849315069,65.02545596868886
13050.0,9,28,5684.61,13.47063981042654,246,United Kingdom,0.9780821917808219,368.91100149321557
13052.0,212,1,348.15000000000003,19.34166666666667,18,United Kingdom,0.0,0.0
13055.0,64,4,1201.96,15.40974358974359,74,United Kingdom,0.40821917808219177,25.162211450649806
13058.0,25,3,271.4,33.925,5,United Kingdom,0.34794520547945207,35.41212328767123
13059.0,250,1,183.4,22.925,8,United Kingdom,0.0,0.0
13060.0,254,1,307.53000000000003,20.502000000000002,15,United Kingdom,0.0,0.0
13061.0,72,1,248.61,24.861,10,United Kingdom,0.0,0.0
13062.0,191,1,346.98,31.543636363636367,11,United Kingdom,0.0,0.0
13064.0,13,4,1105.5900000000001,16.258676470588238,51,United Kingdom,0.8602739726027397,55.94766478646254
13065.0,373,1,205.85999999999999,14.704285714285714,14,United Kingdom,0.0,0.0
13066.0,24,3,430.9,8.793877551020408,48,United Kingdom,0.019178082191780823,0.505949119373777
13067.0,82,1,115.46000000000001,7.697333333333334,14,United Kingdom,0.0,0.0
13068.0,10,2,344.0,172.0,1,United Kingdom,0.8465753424657534,291.2219178082192
13069.0,1,27,3713.14,7.917142857142857,285,United Kingdom,1.0082191780821919,215.51981213307243
13070.0,192,1,228.8,25.422222222222224,9,United Kingdom,0.0,0.0
13072.0,267,1,177.14999999999998,25.307142857142853,7,United Kingdom,0.0,0.0
13075.0,130,1,919.6100000000001,41.80045454545455,22,United Kingdom,0.0,0.0
13077.0,1,4,728.0200000000001,6.5587387387387395,99,United Kingdom,1.0,26.234954954954958
13078.0,1,43,12432.28,32.71652631578947,96,United Kingdom,1.0,1406.8106315789473
13079.0,4,5,220.09999999999997,36.68333333333333,2,United Kingdom,0.3726027397260274,68.34155251141553
13080.0,179,1,58.08,9.68,6,United Kingdom,0.0,0.0
13081.0,1,21,27964.48,26.356720075400567,511,United Kingdom,1.010958904109589,559.5567777103533
13082.0,126,10,3595.48,47.939733333333336,63,United Kingdom,0.5808219178082191,278.44447853881275
13083.0,4,2,303.75,16.875,15,United Kingdom,0.19452054794520549,6.565068493150685
13085.0,158,3,272.38,9.392413793103447,17,United Kingdom,0.37534246575342467,10.576115257439772
13089.0,3,118,57322.130000000005,30.934770642201837,636,United Kingdom,1.0027397260273974,3660.3037657408577
13090.0,9,18,8689.39,53.971366459627326,98,United Kingdom,0.9972602739726028,968.8229946396665
13091.0,21,2,319.82,13.325833333333334,21,United Kingdom,0.019178082191780823,0.5111278538812786
13092.0,71,6,459.83000000000004,17.685769230769232,19,United Kingdom,0.7890410958904109,83.72879241306639
13093.0,267,13,7741.47,45.53805882352941,99,United Kingdom,0.29041095890410956,171.92176728444798
13094.0,21,16,1708.8600000000001,56.962,4,United Kingdom,0.9506849315068493,866.4466410958904
13095.0,71,1,74.4,12.4,6,United Kingdom,0.0,0.0
13097.0,33,14,5886.12,13.531310344827586,215,United Kingdom,0.8958904109589041,169.7159965989608
13098.0,1,41,28658.879999999997,47.37004958677686,163,United Kingdom,0.8657534246575342,1681.4420888939205
13099.0,99,1,207.35999999999999,207.35999999999999,1,United Kingdom,0.0,0.0
13101.0,234,1,101.19,12.64875,8,United Kingdom,0.0,0.0
13102.0,1,27,6336.29,20.439645161290322,141,United Kingdom,0.9945205479452055,548.8464718515245
13103.0,40,1,243.94,30.4925,8,United Kingdom,0.0,0.0
13104.0,3,6,1098.48,54.924,14,United Kingdom,0.9616438356164384,316.90395616438354
13106.0,129,2,59.5,29.75,1,United Kingdom,0.010958904109589041,0.6520547945205479
13107.0,44,5,1524.0700000000004,25.401166666666672,54,United Kingdom,0.7917808219178082,100.56078310502285
13108.0,373,1,350.05999999999995,35.00599999999999,10,United Kingdom,0.0,0.0
13109.0,3,5,766.84,15.3368,41,United Kingdom,0.42191780821917807,32.35434520547945
13110.0,31,8,1452.8700000000001,9.951164383561645,109,United Kingdom,0.7643835616438356,60.85205179208107
13113.0,1,40,10510.0,37.535714285714285,113,United Kingdom,1.0,1501.4285714285713
13115.0,9,14,2205.63,16.709318181818183,92,United Kingdom,0.9780821917808219,228.80321170610213
13116.0,117,2,485.19,15.651290322580644,30,United Kingdom,0.057534246575342465,1.8009703932832521
13117.0,22,8,984.9100000000001,12.95934210526316,66,United Kingdom,0.958904109589041,99.41413121845711
13118.0,20,7,1125.0,13.71951219512195,68,United Kingdom,0.736986301369863,70.7776478449716
13120.0,239,1,30.599999999999998,30.599999999999998,1,United Kingdom,0.0,0.0
13121.0,269,2,254.72999999999996,4.806226415094339,50,United Kingdom,0.0,0.0
13122.0,94,2,922.39,16.77072727272727,54,United Kingdom,0.4,13.416581818181818
13124.0,90,3,3756.33,16.920405405405404,185,United Kingdom,0.736986301369863,37.410320992225095
13126.0,5,10,2056.29,14.480915492957747,124,United Kingdom,0.989041095890411,143.2222052865136
13127.0,78,1,259.16999999999996,17.278,15,United Kingdom,0.0,0.0
13130.0,94,1,64.0,32.0,2,United Kingdom,0.0,0.0
13131.0,23,4,1039.3000000000002,22.59347826086957,30,United Kingdom,0.44931506849315067,40.606360929124484
13132.0,262,1,77.3,25.766666666666666,3,United Kingdom,0.0,0.0
13133.0,274,2,109.80000000000001,15.685714285714287,7,United Kingdom,0.0821917808219178,2.5784735812133075
13134.0,73,7,1740.63,16.577428571428573,94,United Kingdom,0.4575342465753425,53.0931890410959
13135.0,197,1,3096.0,3096.0,1,United Kingdom,0.0,0.0
13136.0,50,11,2545.38,18.31208633093525,97,United Kingdom,0.863013698630137,173.8393948950429
13137.0,11,9,3557.96,5.1714534883720935,346,United Kingdom,0.8164383561643835,37.99955686524371
13138.0,22,6,962.39,15.276031746031746,31,United Kingdom,0.958904109589041,87.88949771689497
13139.0,16,8,5055.790000000001,29.056264367816098,132,United Kingdom,0.6657534246575343,154.754460085026
13140.0,108,3,422.47,9.388222222222224,40,United Kingdom,0.7068493150684931,19.908175342465753
13141.0,85,6,2385.8,17.54264705882353,113,United Kingdom,0.6301369863013698,66.32562449637389
13142.0,19,1,307.0899999999999,13.35173913043478,23,United Kingdom,0.0,0.0
13144.0,333,1,110.94999999999999,36.98333333333333,3,United Kingdom,0.0,0.0
13145.0,40,5,614.77,87.82428571428571,5,United Kingdom,0.9095890410958904,399.4200391389432
13146.0,26,1,228.91,13.465294117647058,16,United Kingdom,0.0,0.0
13147.0,10,4,712.8000000000001,178.20000000000002,1,United Kingdom,0.24383561643835616,173.8060273972603
13148.0,29,17,3324.62,9.778294117647059,238,United Kingdom,0.9178082191780822,152.56817808219176
13149.0,14,4,1676.0600000000002,19.489069767441862,76,United Kingdom,0.7506849315068493,58.52060401401721
13151.0,203,2,1250.3700000000003,16.671600000000005,73,United Kingdom,0.25205479452054796,8.404313424657538
13153.0,6,1,486.22,32.41466666666667,15,United Kingdom,0.0,0.0
13154.0,144,1,-611.86,-611.86,1,United Kingdom,0.0,-0.0
13155.0,33,4,971.7600000000002,11.432470588235297,67,United Kingdom,0.9178082191780822,41.97126188557616
13157.0,49,5,1721.57,19.343483146067413,69,United Kingdom,0.6794520547945205,65.7148468523934
13158.0,95,4,1201.06,15.203291139240505,59,United Kingdom,0.6136986301369863,37.32095578290272
13159.0,9,5,1371.25,11.332644628099173,114,United Kingdom,0.29041095890410956,16.455620966828935
13160.0,22,1,91.8,22.95,4,United Kingdom,0.0,0.0
13161.0,313,1,112.75,14.09375,8,United Kingdom,0.0,0.0
13162.0,122,5,1644.9899999999998,20.060853658536583,74,United Kingdom,0.5808219178082191,58.25891747410624
13165.0,46,2,1021.48,24.32095238095238,40,United Kingdom,0.8356164383561644,40.64597521200261
13166.0,282,2,414.70000000000005,9.873809523809525,39,United Kingdom,0.0,0.0
13167.0,19,4,791.3299999999999,12.174307692307691,51,United Kingdom,0.3424657534246575,16.67713382507903
13168.0,36,5,1290.5400000000002,10.082343750000001,102,United Kingdom,0.7698630136986301,38.81011772260274
13169.0,64,2,712.88,54.83692307692308,11,United Kingdom,0.5150684931506849,56.48954267650158
13170.0,27,1,108.81,3.6270000000000002,29,United Kingdom,0.0,0.0
13171.0,8,5,426.80999999999995,8.891874999999999,37,United Kingdom,0.7972602739726027,35.44569349315068
13173.0,4,2,353.65000000000003,8.224418604651163,41,United Kingdom,0.9945205479452055,16.358706594456834
13174.0,16,3,2742.8200000000006,9.361160409556316,228,United Kingdom,0.9643835616438357,27.083247650661562
13176.0,46,1,481.49000000000007,7.186417910447762,66,United Kingdom,0.0,0.0
13177.0,65,1,282.45,16.61470588235294,17,United Kingdom,0.0,0.0
13178.0,26,11,5725.469999999999,21.605547169811317,95,United Kingdom,0.915068493150685,217.47611041612817
13182.0,45,1,121.18,11.016363636363637,11,United Kingdom,0.0,0.0
13183.0,8,9,3957.7800000000007,42.1040425531915,51,United Kingdom,0.8931506849315068,338.44729000291466
13184.0,15,12,1616.4499999999998,8.930662983425414,138,United Kingdom,0.7534246575342466,80.74298039809278
13185.0,268,1,71.4,71.4,1,United Kingdom,0.0,0.0
13186.0,40,5,1539.69,18.329642857142858,69,United Kingdom,0.24383561643835616,22.347098825831704
13187.0,337,1,236.01999999999998,6.378918918918918,37,United Kingdom,0.0,0.0
13188.0,11,1,114.60000000000001,57.300000000000004,2,United Kingdom,0.0,0.0
13189.0,19,2,260.67999999999995,8.988965517241377,29,United Kingdom,0.26301369863013696,4.7284421350968335
13192.0,95,2,911.9400000000002,14.475238095238097,57,United Kingdom,0.29863013698630136,8.645484670580561
13193.0,61,1,112.08,4.4832,22,United Kingdom,0.0,0.0
13194.0,136,1,60.7,20.233333333333334,3,United Kingdom,0.0,0.0
13196.0,11,4,1797.78,16.343454545454545,97,United Kingdom,0.684931506849315,44.77658779576588
13198.0,10,8,3384.09,14.77768558951965,200,United Kingdom,0.9616438356164384,113.68696201471556
13199.0,4,39,9803.96,81.69966666666666,48,United Kingdom,0.9945205479452055,3168.8278931506848
13200.0,19,4,870.0900000000001,18.915000000000003,42,United Kingdom,0.29315068493150687,22.179780821917813
13203.0,10,4,869.4599999999999,15.253684210526314,56,United Kingdom,0.6356164383561644,38.78196971881759
13207.0,15,2,250.26000000000002,31.282500000000002,7,United Kingdom,0.3698630136986301,23.140479452054795
13208.0,59,7,1199.6499999999999,8.051342281879194,124,United Kingdom,0.684931506849315,38.60232600900983
13209.0,30,11,5820.16,17.690455927051673,255,United Kingdom,0.9068493150684932,176.4683562476579
13210.0,94,1,353.48,16.067272727272726,22,United Kingdom,0.0,0.0
13211.0,10,3,1095.4199999999996,19.916727272727265,45,United Kingdom,0.958904109589041,57.29469489414692
13212.0,9,4,779.33,5.488239436619718,128,United Kingdom,0.14246575342465753,3.1275446652517847
13213.0,57,6,1518.43,16.50467391304348,82,United Kingdom,0.38904109589041097,38.52597855866588
13216.0,268,1,333.74,66.748,5,United Kingdom,0.0,0.0
13217.0,122,5,133.62000000000003,19.088571428571434,3,United Kingdom,0.09315068493150686,8.890567514677107
13218.0,127,1,62.64,12.528,5,United Kingdom,0.0,0.0
13220.0,78,4,819.29,39.01380952380952,18,United Kingdom,0.4328767123287671,67.55267840834964
13221.0,240,2,847.4100000000001,12.839545454545457,62,United Kingdom,0.32602739726027397,8.372087173100873
13223.0,200,2,163.20000000000002,32.64,5,United Kingdom,0.08493150684931507,5.544328767123288
13224.0,60,3,2150.8499999999995,19.732568807339444,101,United Kingdom,0.2493150684931507,14.758880231242927
13225.0,3,8,6083.04,178.91294117647058,23,United Kingdom,0.9808219178082191,1403.8538726833199
13226.0,273,1,108.21,6.763125,16,United Kingdom,0.0,0.0
13227.0,202,1,257.7,28.633333333333333,9,United Kingdom,0.0,0.0
13228.0,81,1,358.0,179.0,2,United Kingdom,0.0,0.0
13229.0,226,1,160.95,16.095,10,United Kingdom,0.0,0.0
13230.0,4,15,2712.0699999999997,4.612363945578231,393,United Kingdom,0.9863013698630136,68.23771316745875
13232.0,13,7,1328.35,6.575990099009901,147,United Kingdom,0.6301369863013698,29.006422080564217
13233.0,74,2,605.1199999999999,14.07255813953488,43,United Kingdom,0.7150684931506849,20.125685887225224
13235.0,212,2,101.17000000000019,1.7147457627118676,54,United Kingdom,0.0,0.0
